Worker_ID,Zone,Temperature,Gas_Level,Humidity,Machine_Vibration,Noise_Level,Worker_Fatigue,PPE_Status,Risk_Level
Worker-3941,Steel Furnace,41.66,42.35,82.73,8.21,101.88,62.37,Available,SAFE
Worker-3942,Steel Furnace,47.66,40.68,83.57,7.97,84.75,35.32,Available,SAFE
Worker-3943,Chemical Plant,41.87,36.73,77.86,8.85,73.22,71.08,Missing,WARNING
Worker-3944,Mining Area,33.26,54.62,86.99,2.33,55.87,68.72,Available,SAFE
Worker-3945,Refinery Zone,60.32,70.3,52.91,7.07,119.19,75.77,Missing,CRITICAL
Worker-3946,Assembly Line,54.76,69.6,40.09,2.49,78.89,79.72,Available,SAFE
Worker-3947,Assembly Line,51.97,75.79,51.56,3.94,73.91,45.75,Available,SAFE
Worker-3948,Assembly Line,56.68,44.36,60.95,4.31,55.26,94.16,Missing,WARNING
Worker-3949,Refinery Zone,42.22,72.41,60.02,2.5,75.58,57.25,Missing,WARNING
Worker-3950,Assembly Line,54.37,13.62,41.21,1.62,54.02,34.3,Missing,SAFE
Worker-3951,Chemical Plant,44.98,22.37,80.11,1.54,91.68,38.9,Available,SAFE
Worker-3952,Chemical Plant,36.31,37.25,32.0,6.71,55.81,85.08,Missing,WARNING
Worker-3953,Chemical Plant,69.51,37.52,52.77,1.96,66.84,36.32,Available,SAFE
Worker-3954,Mining Area,49.06,45.73,49.8,6.18,100.02,62.98,Available,SAFE
Worker-3955,Steel Furnace,53.37,64.04,97.13,7.71,90.21,21.32,Missing,WARNING
Worker-3956,Power Station,54.39,20.13,54.3,9.82,97.01,28.37,Available,SAFE
Worker-3957,Power Station,20.0,13.74,56.47,5.24,82.07,25.91,Available,SAFE
Worker-3958,Power Station,62.31,46.72,78.78,9.2,63.16,16.2,Available,WARNING
Worker-3959,Assembly Line,32.85,66.22,67.39,7.35,51.29,43.55,Available,SAFE
Worker-3960,Steel Furnace,31.13,68.36,50.44,4.05,74.94,54.42,Missing,SAFE
Worker-3961,Refinery Zone,23.06,47.16,45.51,6.22,94.93,33.08,Available,SAFE
Worker-3962,Mining Area,24.36,36.2,38.71,1.15,113.05,12.39,Available,SAFE
Worker-3963,Mining Area,24.91,41.95,25.46,6.89,106.99,90.95,Available,SAFE
Worker-3964,Assembly Line,67.11,48.69,64.39,2.93,77.63,80.32,Missing,WARNING
Worker-3965,Power Station,41.79,65.26,65.55,6.65,72.72,42.36,Available,SAFE
Worker-3966,Mining Area,35.08,69.68,63.52,6.1,49.13,80.19,Available,SAFE
Worker-3967,Chemical Plant,65.03,40.44,74.08,2.88,40.0,42.76,Available,SAFE
Worker-3968,Assembly Line,39.38,56.8,47.91,1.31,92.28,19.34,Missing,WARNING
Worker-3969,Assembly Line,32.15,67.13,86.2,4.11,95.27,50.37,Missing,WARNING
Worker-3970,Power Station,53.73,41.87,40.43,4.29,63.87,66.91,Available,SAFE
Worker-3971,Mining Area,52.02,50.45,52.85,5.1,87.89,73.52,Available,SAFE
Worker-3972,Refinery Zone,41.35,60.55,78.36,4.23,72.45,50.84,Missing,SAFE
Worker-3973,Mining Area,33.33,16.52,73.69,9.99,70.12,75.79,Available,SAFE
Worker-3974,Steel Furnace,40.75,44.77,42.6,6.7,106.06,61.57,Available,SAFE
Worker-3975,Refinery Zone,55.25,44.26,92.29,7.08,61.38,10.87,Missing,CRITICAL
Worker-3976,Mining Area,31.93,29.96,70.46,3.16,59.76,50.35,Available,SAFE
Worker-3977,Refinery Zone,52.22,7.07,41.36,6.43,99.34,80.11,Available,SAFE
Worker-3978,Power Station,49.13,31.73,44.54,5.91,67.76,29.23,Missing,SAFE
Worker-3979,Chemical Plant,45.73,21.66,91.37,3.33,87.14,81.55,Missing,WARNING
Worker-3980,Mining Area,44.98,60.68,63.06,1.63,107.04,37.72,Available,SAFE
Worker-3981,Steel Furnace,54.51,13.38,78.49,2.89,48.99,76.75,Missing,WARNING
Worker-3982,Chemical Plant,52.15,67.68,63.07,3.47,51.01,28.88,Available,SAFE
Worker-3983,Steel Furnace,20.0,73.19,62.2,4.48,52.29,72.43,Available,SAFE
Worker-3984,Assembly Line,48.76,24.37,19.63,3.09,47.71,12.59,Missing,SAFE
Worker-3985,Mining Area,38.27,67.46,66.93,6.08,77.8,43.76,Available,SAFE
Worker-3986,Chemical Plant,48.36,42.01,82.65,4.84,99.95,81.83,Missing,WARNING
Worker-3987,Assembly Line,29.95,69.72,32.7,1.06,113.95,78.65,Missing,WARNING
Worker-3988,Refinery Zone,45.42,18.48,35.36,5.3,49.45,94.75,Missing,WARNING
Worker-3989,Refinery Zone,26.46,36.09,32.64,1.95,86.79,14.26,Available,SAFE
Worker-3990,Mining Area,44.18,35.54,34.24,8.06,69.0,20.99,Available,SAFE
Worker-3991,Mining Area,47.51,64.8,50.31,3.56,40.0,71.92,Available,SAFE
Worker-3992,Assembly Line,28.4,43.92,66.05,3.13,64.38,21.71,Missing,SAFE
Worker-3993,Assembly Line,66.25,44.93,40.64,8.5,55.84,22.57,Missing,CRITICAL
Worker-3994,Mining Area,52.26,48.1,43.16,9.54,66.52,93.81,Missing,WARNING
Worker-3995,Chemical Plant,56.01,16.35,50.68,2.69,86.95,10.95,Missing,WARNING
Worker-3996,Mining Area,58.13,40.18,51.78,8.03,48.56,62.01,Available,WARNING
Worker-3997,Assembly Line,83.48,54.66,58.98,9.93,56.6,17.52,Missing,CRITICAL
Worker-3998,Chemical Plant,20.0,49.42,100.0,6.2,100.42,82.44,Available,WARNING
Worker-3999,Power Station,50.39,0.0,75.25,3.39,63.41,10.92,Missing,SAFE
Worker-4000,Assembly Line,34.47,36.92,52.86,1.34,60.65,53.48,Available,SAFE
Worker-4001,Refinery Zone,46.5,7.82,55.72,6.38,53.07,15.27,Available,SAFE
Worker-4002,Assembly Line,20.94,24.44,71.38,6.3,46.74,63.61,Available,SAFE
Worker-4003,Mining Area,37.58,25.32,64.04,5.15,46.05,38.07,Missing,SAFE
Worker-4004,Assembly Line,42.99,47.36,47.71,8.79,100.48,16.3,Available,SAFE
Worker-4005,Assembly Line,22.57,16.54,69.73,5.82,51.77,23.12,Missing,SAFE
Worker-4006,Steel Furnace,29.2,41.67,46.0,5.6,57.77,38.52,Available,SAFE
Worker-4007,Refinery Zone,26.29,40.79,49.76,9.01,70.87,26.89,Missing,WARNING
Worker-4008,Steel Furnace,34.08,76.07,23.05,7.27,70.47,81.79,Missing,CRITICAL
Worker-4009,Mining Area,30.38,24.79,39.86,6.76,86.98,18.03,Available,SAFE
Worker-4010,Power Station,48.96,104.21,66.27,5.02,58.78,28.45,Available,SAFE
Worker-4011,Chemical Plant,43.21,0.0,45.72,8.41,80.95,37.42,Available,SAFE
Worker-4012,Power Station,21.62,61.92,78.28,5.97,94.13,30.48,Missing,WARNING
Worker-4013,Assembly Line,34.97,9.85,51.72,7.16,56.9,80.62,Available,SAFE
Worker-4014,Assembly Line,27.71,26.89,52.39,7.25,73.55,76.64,Missing,WARNING
Worker-4015,Mining Area,45.77,38.48,24.53,7.75,100.84,46.4,Missing,WARNING
Worker-4016,Power Station,47.94,95.63,72.13,7.63,46.36,92.78,Available,WARNING
Worker-4017,Power Station,35.78,40.77,42.52,8.52,67.46,84.83,Available,SAFE
Worker-4018,Chemical Plant,24.5,45.14,64.75,5.56,54.92,69.06,Missing,SAFE
Worker-4019,Steel Furnace,32.75,4.26,61.2,4.81,69.79,88.18,Available,SAFE
Worker-4020,Assembly Line,27.09,86.77,68.71,1.15,69.92,37.79,Available,SAFE
Worker-4021,Chemical Plant,47.47,56.85,31.42,8.5,78.15,27.36,Missing,WARNING
Worker-4022,Refinery Zone,33.9,29.88,93.26,9.59,99.62,29.6,Missing,WARNING
Worker-4023,Mining Area,20.0,73.92,58.53,3.59,60.84,33.34,Missing,WARNING
Worker-4024,Refinery Zone,34.8,16.82,32.91,9.81,54.19,89.28,Missing,WARNING
Worker-4025,Power Station,49.85,46.25,71.12,6.48,73.67,28.1,Missing,SAFE
Worker-4026,Mining Area,29.93,61.17,36.68,3.2,61.25,10.4,Available,SAFE
Worker-4027,Steel Furnace,39.58,61.86,63.52,2.31,75.4,18.47,Available,SAFE
Worker-4028,Chemical Plant,73.29,0.0,39.23,4.82,53.38,36.7,Missing,WARNING
Worker-4029,Refinery Zone,55.32,30.21,53.34,3.67,40.55,22.75,Available,SAFE
Worker-4030,Assembly Line,54.64,3.13,50.9,4.13,96.74,49.78,Available,SAFE
Worker-4031,Chemical Plant,64.19,63.37,77.39,4.5,40.12,70.89,Missing,WARNING
Worker-4032,Chemical Plant,37.36,27.43,78.94,6.16,71.4,92.06,Available,SAFE
Worker-4033,Steel Furnace,43.57,21.33,96.24,8.31,45.73,81.52,Missing,WARNING
Worker-4034,Assembly Line,62.32,79.7,57.25,8.5,85.61,88.33,Missing,CRITICAL
Worker-4035,Refinery Zone,71.47,43.37,38.67,6.28,67.31,26.7,Missing,WARNING
Worker-4036,Mining Area,60.97,41.97,27.58,4.76,95.43,44.49,Missing,WARNING
Worker-4037,Refinery Zone,42.32,51.29,68.44,8.44,73.68,19.17,Missing,WARNING
Worker-4038,Mining Area,71.4,46.63,80.69,5.12,90.74,24.95,Available,WARNING
Worker-4039,Steel Furnace,76.85,32.39,46.51,1.58,78.41,92.05,Available,WARNING
Worker-4040,Chemical Plant,37.97,25.16,50.33,2.63,103.64,49.71,Available,SAFE
Worker-4041,Chemical Plant,22.32,100.17,55.53,6.95,83.69,19.55,Available,SAFE
Worker-4042,Refinery Zone,66.89,28.69,69.17,2.38,46.89,18.73,Available,SAFE
Worker-4043,Chemical Plant,75.34,51.71,51.74,2.82,69.04,24.41,Available,SAFE
Worker-4044,Assembly Line,20.0,42.55,57.2,2.5,84.77,33.29,Available,SAFE
Worker-4045,Refinery Zone,44.88,4.69,62.87,7.02,40.0,76.07,Available,SAFE
Worker-4046,Assembly Line,31.11,61.53,62.23,2.79,54.82,17.22,Available,SAFE
Worker-4047,Chemical Plant,20.0,52.91,44.11,9.81,96.9,74.47,Missing,WARNING
Worker-4048,Assembly Line,45.21,27.51,95.96,5.48,86.53,51.09,Available,SAFE
Worker-4049,Assembly Line,24.24,25.01,57.11,1.57,82.08,24.22,Missing,SAFE
Worker-4050,Chemical Plant,48.92,71.95,72.73,8.41,86.49,56.8,Available,WARNING
Worker-4051,Steel Furnace,40.26,37.74,21.89,6.02,96.12,52.37,Available,SAFE
Worker-4052,Refinery Zone,38.92,47.21,70.93,5.92,52.96,93.45,Missing,WARNING
Worker-4053,Assembly Line,40.44,74.32,41.93,4.48,80.5,72.38,Missing,WARNING
Worker-4054,Chemical Plant,40.55,103.63,69.49,3.46,64.88,79.74,Missing,WARNING
Worker-4055,Power Station,21.53,79.31,37.94,6.82,120.0,49.63,Available,WARNING
Worker-4056,Steel Furnace,24.47,70.64,69.99,3.97,91.75,80.61,Missing,CRITICAL
Worker-4057,Power Station,25.37,43.73,64.46,8.79,65.56,78.63,Missing,WARNING
Worker-4058,Chemical Plant,31.35,54.87,54.66,8.69,61.0,91.75,Missing,WARNING
Worker-4059,Chemical Plant,56.81,25.58,50.87,5.89,76.44,78.5,Available,WARNING
Worker-4060,Refinery Zone,52.92,37.56,58.43,2.44,74.02,81.15,Missing,WARNING
Worker-4061,Assembly Line,65.1,35.67,25.86,8.26,120.0,46.0,Missing,CRITICAL
Worker-4062,Refinery Zone,66.07,68.63,56.04,6.44,80.73,46.83,Missing,WARNING
Worker-4063,Chemical Plant,32.22,38.65,61.98,7.75,72.85,42.5,Missing,WARNING
Worker-4064,Assembly Line,59.25,53.05,52.01,7.71,96.29,46.33,Missing,CRITICAL
Worker-4065,Power Station,46.67,75.74,57.72,6.31,76.43,56.77,Missing,WARNING
Worker-4066,Steel Furnace,68.41,66.93,71.79,2.1,64.86,62.89,Available,SAFE
Worker-4067,Power Station,50.64,56.0,20.78,4.65,75.77,92.34,Available,SAFE
Worker-4068,Assembly Line,50.37,11.46,44.48,9.87,95.7,52.57,Missing,WARNING
Worker-4069,Power Station,36.8,45.49,13.96,4.74,91.92,64.68,Available,SAFE
Worker-4070,Mining Area,30.9,56.02,89.48,4.99,74.96,24.09,Missing,WARNING
Worker-4071,Assembly Line,29.55,28.28,53.92,5.87,56.41,16.18,Available,SAFE
Worker-4072,Assembly Line,48.23,9.4,67.93,7.99,67.36,74.24,Missing,WARNING
Worker-4073,Assembly Line,36.83,60.35,43.26,7.0,101.48,20.37,Missing,WARNING
Worker-4074,Chemical Plant,42.19,19.58,78.02,5.26,62.72,51.19,Available,SAFE
Worker-4075,Mining Area,31.87,79.4,85.15,8.02,60.63,11.22,Available,WARNING
Worker-4076,Assembly Line,39.38,33.38,33.33,7.02,56.02,80.39,Missing,WARNING
Worker-4077,Assembly Line,49.1,11.62,62.01,6.59,40.0,85.96,Available,SAFE
Worker-4078,Power Station,24.82,85.41,24.08,9.98,85.61,44.5,Available,WARNING
Worker-4079,Power Station,53.33,14.01,59.24,5.34,42.26,48.55,Missing,SAFE
Worker-4080,Power Station,35.75,61.11,61.35,4.0,76.87,25.35,Missing,SAFE
Worker-4081,Steel Furnace,31.05,14.38,48.13,9.23,76.49,18.39,Missing,WARNING
Worker-4082,Refinery Zone,36.41,36.91,73.9,6.54,64.98,29.32,Missing,SAFE
Worker-4083,Assembly Line,48.99,53.22,72.52,6.58,84.13,52.62,Missing,SAFE
Worker-4084,Assembly Line,25.73,30.34,79.35,6.35,77.85,88.17,Available,SAFE
Worker-4085,Power Station,65.61,19.81,86.85,6.81,98.42,28.84,Available,WARNING
Worker-4086,Mining Area,44.35,29.84,22.23,8.04,54.78,73.35,Available,SAFE
Worker-4087,Refinery Zone,41.84,65.42,78.91,9.94,78.09,92.39,Missing,WARNING
Worker-4088,Steel Furnace,34.16,56.03,69.74,3.52,88.48,64.38,Available,SAFE
Worker-4089,Steel Furnace,37.35,0.0,74.94,3.11,70.75,59.1,Available,SAFE
Worker-4090,Power Station,66.01,15.14,75.49,1.91,77.36,28.75,Missing,WARNING
Worker-4091,Chemical Plant,35.43,77.38,60.25,6.87,49.62,13.81,Missing,WARNING
Worker-4092,Assembly Line,58.47,29.88,49.24,3.54,75.47,64.33,Missing,WARNING
Worker-4093,Steel Furnace,52.58,33.4,53.51,9.24,115.03,43.3,Available,SAFE
Worker-4094,Power Station,55.78,15.5,23.09,4.09,91.42,43.85,Available,WARNING
Worker-4095,Chemical Plant,60.39,19.51,44.55,4.58,114.49,41.03,Missing,WARNING
Worker-4096,Mining Area,38.1,38.99,42.13,5.93,51.83,75.77,Missing,WARNING
Worker-4097,Refinery Zone,53.78,41.57,65.79,6.39,93.66,21.01,Available,SAFE
Worker-4098,Steel Furnace,55.44,83.62,98.96,5.0,76.4,54.53,Available,CRITICAL
Worker-4099,Chemical Plant,68.28,26.85,55.18,8.99,83.82,26.74,Missing,CRITICAL
Worker-4100,Assembly Line,68.82,35.39,38.26,7.11,111.27,56.66,Available,WARNING
Worker-4101,Power Station,57.95,11.91,72.91,1.03,55.32,56.65,Available,SAFE
Worker-4102,Chemical Plant,20.74,24.68,100.0,9.69,79.77,80.81,Available,WARNING
Worker-4103,Assembly Line,42.37,90.32,52.08,4.23,73.17,82.11,Missing,WARNING
Worker-4104,Mining Area,33.8,0.0,41.27,1.56,56.08,62.17,Missing,SAFE
Worker-4105,Chemical Plant,77.37,18.56,88.01,7.76,79.4,75.57,Missing,CRITICAL
Worker-4106,Steel Furnace,20.0,44.71,54.76,6.53,52.34,10.7,Available,SAFE
Worker-4107,Refinery Zone,51.89,87.91,10.0,5.68,64.31,23.75,Available,SAFE
Worker-4108,Assembly Line,40.12,29.86,73.79,5.32,107.72,58.58,Missing,WARNING
Worker-4109,Chemical Plant,20.0,58.98,92.21,5.18,91.27,74.3,Available,SAFE
Worker-4110,Power Station,35.86,47.89,53.39,2.24,88.26,17.48,Available,SAFE
Worker-4111,Power Station,59.55,71.2,70.21,4.14,79.92,57.7,Available,WARNING
Worker-4112,Power Station,48.16,46.31,64.26,2.34,73.25,74.94,Available,SAFE
Worker-4113,Steel Furnace,61.94,56.84,63.01,6.43,61.05,87.02,Available,WARNING
Worker-4114,Steel Furnace,33.67,43.58,72.58,9.98,86.03,45.04,Missing,WARNING
Worker-4115,Steel Furnace,52.31,47.31,80.52,3.25,99.76,79.12,Missing,WARNING
Worker-4116,Refinery Zone,29.13,31.4,99.07,5.42,80.63,66.15,Missing,WARNING
Worker-4117,Power Station,41.12,43.15,58.16,6.72,59.53,26.2,Missing,SAFE
Worker-4118,Refinery Zone,60.82,106.12,51.33,7.83,67.95,37.42,Available,CRITICAL
Worker-4119,Steel Furnace,57.22,23.08,41.96,8.85,94.05,68.5,Missing,CRITICAL
Worker-4120,Mining Area,31.76,0.0,42.5,5.22,88.76,65.55,Available,SAFE
Worker-4121,Chemical Plant,79.14,65.75,32.14,4.69,79.28,55.22,Available,SAFE
Worker-4122,Assembly Line,54.67,74.32,67.98,1.97,73.77,27.58,Missing,WARNING
Worker-4123,Chemical Plant,27.36,27.81,51.67,2.6,77.27,34.93,Available,SAFE
Worker-4124,Assembly Line,56.4,54.27,49.22,6.09,85.13,12.55,Missing,WARNING
Worker-4125,Mining Area,59.63,29.91,36.55,4.95,72.1,26.83,Available,SAFE
Worker-4126,Chemical Plant,40.79,0.0,70.61,6.06,71.35,81.65,Missing,WARNING
Worker-4127,Mining Area,56.03,74.75,57.37,6.52,74.98,40.26,Missing,CRITICAL
Worker-4128,Mining Area,42.81,19.86,74.79,8.66,40.0,38.39,Available,SAFE
Worker-4129,Steel Furnace,38.43,27.05,51.68,8.62,40.0,89.71,Missing,WARNING
Worker-4130,Steel Furnace,55.73,41.93,54.55,9.54,69.63,53.32,Available,WARNING
Worker-4131,Assembly Line,44.22,10.96,71.51,8.78,84.97,58.41,Missing,WARNING
Worker-4132,Assembly Line,45.46,72.78,88.14,4.83,86.65,16.25,Missing,WARNING
Worker-4133,Power Station,63.58,7.56,52.16,3.64,68.14,12.73,Missing,WARNING
Worker-4134,Chemical Plant,32.02,66.82,67.54,8.59,60.78,11.69,Missing,WARNING
Worker-4135,Steel Furnace,54.08,41.04,42.2,2.93,60.74,17.24,Available,SAFE
Worker-4136,Refinery Zone,51.54,68.48,50.26,4.49,85.89,64.47,Available,SAFE
Worker-4137,Chemical Plant,50.34,65.77,58.1,7.46,99.77,93.3,Missing,WARNING
Worker-4138,Mining Area,77.98,53.58,55.33,4.77,94.54,54.81,Missing,WARNING
Worker-4139,Steel Furnace,44.96,35.14,67.93,1.79,71.13,49.04,Missing,SAFE
Worker-4140,Chemical Plant,56.02,86.38,43.05,1.81,47.06,76.82,Missing,CRITICAL
Worker-4141,Chemical Plant,62.56,14.27,49.24,6.0,40.0,78.16,Available,WARNING
Worker-4142,Power Station,38.05,11.94,35.39,1.54,83.29,86.25,Available,SAFE
Worker-4143,Refinery Zone,28.39,47.6,100.0,6.77,68.05,22.28,Missing,WARNING
Worker-4144,Assembly Line,26.61,88.0,88.07,3.99,71.72,22.49,Missing,WARNING
Worker-4145,Refinery Zone,40.57,54.59,80.79,7.15,54.27,78.03,Missing,WARNING
Worker-4146,Refinery Zone,37.38,17.83,62.32,3.63,53.81,68.56,Missing,SAFE
Worker-4147,Mining Area,53.22,42.98,48.79,3.75,72.94,67.44,Available,SAFE
Worker-4148,Mining Area,38.82,26.21,59.23,2.88,61.31,17.76,Available,SAFE
Worker-4149,Refinery Zone,20.0,18.62,92.76,2.01,79.93,77.25,Missing,WARNING
Worker-4150,Assembly Line,44.23,34.25,70.54,6.17,77.02,23.49,Available,SAFE
Worker-4151,Power Station,20.0,55.35,31.81,5.51,73.08,22.75,Missing,SAFE
Worker-4152,Refinery Zone,53.67,82.57,29.17,1.41,94.51,63.74,Missing,WARNING
Worker-4153,Refinery Zone,56.4,39.1,74.35,8.82,55.15,18.57,Missing,CRITICAL
Worker-4154,Steel Furnace,35.51,68.59,89.71,5.45,74.3,46.48,Missing,WARNING
Worker-4155,Chemical Plant,45.49,39.18,66.73,3.32,65.46,67.31,Available,SAFE
Worker-4156,Power Station,63.55,83.75,41.74,8.77,56.73,11.09,Missing,CRITICAL
Worker-4157,Assembly Line,51.16,15.32,50.15,6.88,97.05,57.36,Available,SAFE
Worker-4158,Power Station,47.56,29.73,61.02,4.73,71.99,10.83,Missing,SAFE
Worker-4159,Steel Furnace,31.02,52.06,31.83,4.25,60.66,51.88,Available,SAFE
Worker-4160,Power Station,56.53,0.0,73.39,8.68,49.14,29.05,Missing,CRITICAL
Worker-4161,Power Station,77.97,47.91,20.35,6.78,94.07,12.4,Missing,WARNING
Worker-4162,Refinery Zone,53.37,0.0,60.13,6.89,66.81,74.53,Available,SAFE
Worker-4163,Chemical Plant,20.59,76.57,68.99,8.94,44.06,54.25,Available,WARNING
Worker-4164,Power Station,26.79,79.44,29.75,7.35,59.18,40.53,Missing,CRITICAL
Worker-4165,Steel Furnace,37.63,15.93,68.9,4.01,88.22,87.08,Missing,WARNING
Worker-4166,Refinery Zone,48.82,28.74,93.5,7.2,97.88,74.33,Missing,WARNING
Worker-4167,Power Station,52.8,13.89,72.67,3.09,77.29,14.99,Available,SAFE
Worker-4168,Refinery Zone,63.95,65.19,71.01,1.54,41.32,91.6,Available,WARNING
Worker-4169,Mining Area,43.66,31.05,65.05,9.09,66.69,32.12,Missing,WARNING
Worker-4170,Refinery Zone,38.52,48.04,29.61,3.06,58.35,64.8,Missing,SAFE
Worker-4171,Chemical Plant,63.69,69.36,54.64,4.02,120.0,70.82,Available,WARNING
Worker-4172,Refinery Zone,56.19,46.65,44.47,3.84,53.6,78.51,Available,WARNING
Worker-4173,Assembly Line,43.47,21.97,45.04,4.7,72.46,53.64,Missing,SAFE
Worker-4174,Power Station,45.25,26.35,88.05,3.57,120.0,94.75,Available,WARNING
Worker-4175,Assembly Line,39.61,1.94,62.34,6.05,70.89,58.63,Missing,SAFE
Worker-4176,Steel Furnace,57.98,30.33,73.56,3.11,80.3,55.99,Available,SAFE
Worker-4177,Mining Area,60.93,47.7,57.98,2.64,63.0,11.83,Missing,WARNING
Worker-4178,Mining Area,33.1,52.93,25.02,4.45,90.79,47.41,Available,SAFE
Worker-4179,Refinery Zone,72.33,23.55,45.56,9.32,97.69,89.77,Missing,CRITICAL
Worker-4180,Power Station,72.82,6.67,40.88,7.11,57.35,61.14,Available,WARNING
Worker-4181,Chemical Plant,28.8,80.37,45.82,5.21,81.72,24.36,Missing,WARNING
Worker-4182,Power Station,43.33,37.12,67.7,7.07,54.86,22.64,Available,SAFE
Worker-4183,Mining Area,65.13,44.43,70.07,3.22,90.16,71.22,Missing,WARNING
Worker-4184,Chemical Plant,33.34,27.75,98.57,1.48,85.16,15.1,Available,SAFE
Worker-4185,Refinery Zone,51.95,54.16,33.58,8.61,113.76,71.95,Missing,WARNING
Worker-4186,Assembly Line,20.0,64.49,52.88,3.58,48.54,38.84,Available,SAFE
Worker-4187,Chemical Plant,25.77,46.51,52.26,5.33,81.68,73.41,Available,SAFE
Worker-4188,Assembly Line,20.0,38.95,83.87,9.91,73.28,63.65,Available,SAFE
Worker-4189,Assembly Line,67.94,56.32,23.23,8.67,77.19,60.73,Available,WARNING
Worker-4190,Assembly Line,72.29,67.69,68.81,2.9,88.52,49.68,Available,SAFE
Worker-4191,Mining Area,45.62,54.13,35.93,3.74,101.53,64.69,Missing,WARNING
Worker-4192,Power Station,65.49,37.29,44.43,7.32,96.59,52.04,Missing,CRITICAL
Worker-4193,Mining Area,32.21,1.71,54.39,3.59,90.78,39.9,Missing,WARNING
Worker-4194,Refinery Zone,48.43,8.41,66.13,3.03,68.19,60.83,Missing,SAFE
Worker-4195,Assembly Line,64.47,40.42,75.27,8.45,94.2,18.54,Missing,CRITICAL
Worker-4196,Refinery Zone,27.64,67.06,31.5,2.1,47.6,18.34,Missing,SAFE
Worker-4197,Steel Furnace,74.46,72.8,100.0,9.61,67.6,60.04,Available,CRITICAL
Worker-4198,Power Station,44.82,26.35,42.08,2.27,79.28,84.35,Available,SAFE
Worker-4199,Assembly Line,29.0,17.63,67.87,1.76,73.1,79.59,Missing,WARNING
Worker-4200,Steel Furnace,59.06,34.38,48.37,3.34,83.47,27.37,Available,SAFE
Worker-4201,Refinery Zone,35.72,39.76,95.45,6.78,47.46,73.69,Available,SAFE
Worker-4202,Assembly Line,68.5,123.42,88.63,4.12,93.51,38.08,Missing,CRITICAL
Worker-4203,Chemical Plant,50.4,2.55,72.31,4.65,40.0,81.12,Available,SAFE
Worker-4204,Power Station,46.9,26.29,22.03,4.79,99.69,78.01,Missing,WARNING
Worker-4205,Chemical Plant,54.93,35.23,65.77,7.96,90.18,62.1,Missing,WARNING
Worker-4206,Chemical Plant,52.78,45.7,44.77,3.59,65.43,62.24,Available,SAFE
Worker-4207,Mining Area,61.59,37.97,43.63,1.53,53.03,31.91,Missing,WARNING
Worker-4208,Chemical Plant,55.12,44.63,91.78,4.85,49.74,13.98,Available,WARNING
Worker-4209,Chemical Plant,33.72,45.15,66.39,4.41,84.69,64.42,Missing,SAFE
Worker-4210,Mining Area,50.07,28.83,68.6,3.56,83.63,32.42,Missing,SAFE
Worker-4211,Mining Area,52.67,45.59,55.61,8.02,88.16,88.31,Missing,WARNING
Worker-4212,Assembly Line,55.98,31.76,42.96,2.79,49.76,53.1,Available,SAFE
Worker-4213,Steel Furnace,46.49,75.42,52.93,6.07,64.28,59.57,Available,SAFE
Worker-4214,Power Station,33.53,48.48,66.57,5.59,79.07,71.1,Missing,SAFE
Worker-4215,Chemical Plant,48.56,62.22,83.8,3.34,93.74,59.53,Missing,WARNING
Worker-4216,Mining Area,37.68,65.49,65.01,4.81,91.52,62.97,Available,SAFE
Worker-4217,Steel Furnace,62.07,36.74,78.71,5.59,74.18,66.13,Missing,WARNING
Worker-4218,Chemical Plant,35.39,55.5,66.48,9.44,97.76,83.61,Available,WARNING
Worker-4219,Power Station,51.72,106.88,57.77,6.08,73.01,14.16,Missing,WARNING
Worker-4220,Chemical Plant,48.47,52.03,61.34,9.95,62.8,39.1,Available,SAFE
Worker-4221,Assembly Line,31.78,35.62,82.83,1.91,102.14,49.73,Missing,WARNING
Worker-4222,Power Station,43.78,97.29,79.98,7.17,86.01,62.37,Missing,CRITICAL
Worker-4223,Power Station,27.71,35.2,49.43,9.36,86.74,11.94,Missing,WARNING
Worker-4224,Mining Area,47.4,63.91,49.86,9.93,102.44,29.34,Missing,WARNING
Worker-4225,Assembly Line,43.96,62.36,83.91,8.87,97.3,66.52,Available,SAFE
Worker-4226,Steel Furnace,71.12,57.84,45.41,1.99,86.66,16.36,Missing,WARNING
Worker-4227,Assembly Line,44.44,0.0,69.24,3.98,77.33,74.67,Missing,SAFE
Worker-4228,Steel Furnace,22.41,49.22,67.6,2.12,76.88,53.12,Missing,SAFE
Worker-4229,Chemical Plant,42.92,36.29,81.45,7.57,82.59,49.34,Missing,WARNING
Worker-4230,Assembly Line,40.97,58.94,56.66,9.09,107.62,77.78,Available,WARNING
Worker-4231,Assembly Line,42.9,49.91,83.99,7.68,91.92,52.84,Missing,WARNING
Worker-4232,Power Station,58.09,34.05,32.39,8.74,66.7,73.7,Available,WARNING
Worker-4233,Refinery Zone,65.39,17.64,51.22,4.39,51.45,30.22,Missing,WARNING
Worker-4234,Refinery Zone,50.5,64.28,41.03,1.16,58.81,39.46,Missing,SAFE
Worker-4235,Refinery Zone,20.0,50.36,45.36,3.85,108.26,89.82,Available,SAFE
Worker-4236,Steel Furnace,35.38,7.63,32.64,2.96,62.56,35.7,Available,SAFE
Worker-4237,Power Station,50.66,57.86,50.83,5.57,113.7,32.71,Missing,WARNING
Worker-4238,Power Station,41.72,31.23,46.05,1.79,74.86,32.36,Available,SAFE
